Amount,Day,Month,Year,Transaction Category,Inflation Rate,Year-Month,Credit/Debit,Age,Budget,Dependent Family Size,Most Frequent Expense Categories,Months with Higher Spending,Number of Expenses a Month,Payment Method,Estimated Monthly Expenses,Date,Cumulative Monthly Spending,Last Month Budget,Average Monthly Budget
1660.0,3,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-03,39180.0,115255.0,158023.74
1370.0,3,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-03,39180.0,115255.0,158023.74
590.0,3,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-03,39180.0,115255.0,158023.74
2835.0,3,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-03,39180.0,115255.0,158023.74
1140.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1185.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
3305.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
2420.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
880.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
745.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1070.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1830.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1635.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1240.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
540.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
990.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
540.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
940.0,4,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1520.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
445.0,4,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
650.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1155.0,4,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
745.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1565.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
2025.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
850.0,4,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-04,66595.0,115255.0,158023.74
1595.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1695.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
765.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1805.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1800.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
440.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
760.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
690.0,5,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1060.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1320.0,5,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
605.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1450.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
1465.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
970.0,5,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,83015.0,115255.0,158023.74
2555.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
450.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
1155.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
2300.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
1700.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
750.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
780.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
1635.0,6,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
1425.0,6,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
760.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
855.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
955.0,6,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
1025.0,6,1,2013,bills,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99360.0,115255.0,158023.74
820.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
2075.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
1220.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
1905.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
625.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
1165.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
390.0,7,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,107560.0,115255.0,158023.74
2015.0,8,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-08,110015.0,115255.0,158023.74
440.0,8,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-08,110015.0,115255.0,158023.74
630.0,9,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-09,110645.0,115255.0,158023.74
1050.0,10,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-10,112170.0,115255.0,158023.74
475.0,10,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-10,112170.0,115255.0,158023.74
1495.0,12,1,2013,others,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-12,113665.0,115255.0,158023.74
1590.0,15,1,2013,shopping,1.4,2013-01,debit,31,115255.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-15,115255.0,115255.0,158023.74
960.0,1,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-01,2885.0,115255.0,158023.74
590.0,1,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-01,2885.0,115255.0,158023.74
1335.0,1,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-01,2885.0,115255.0,158023.74
1045.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
740.0,2,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
1885.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
770.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
715.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
705.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
1605.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
915.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
1640.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
1420.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
705.0,2,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
700.0,2,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,15730.0,115255.0,158023.74
2740.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
2190.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
2715.0,3,2,2013,entertainment,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
855.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1865.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
835.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1255.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
395.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1010.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1035.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
3210.0,3,2,2013,entertainment,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1810.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
530.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
2190.0,3,2,2013,entertainment,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1165.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1635.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
675.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
2330.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
445.0,3,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
1905.0,3,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,46520.0,115255.0,158023.74
2445.0,4,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
1975.0,4,2,2013,entertainment,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
1415.0,4,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
3375.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
620.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
545.0,4,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
940.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
850.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
855.0,4,2,2013,shopping,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
390.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
1035.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
600.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
530.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
505.0,4,2,2013,shopping,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
1070.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
2925.0,4,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
2480.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
3275.0,4,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
680.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
2605.0,4,2,2013,entertainment,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
1150.0,4,2,2013,shopping,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
780.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
2160.0,4,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,79725.0,115255.0,158023.74
530.0,5,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,86670.0,115255.0,158023.74
705.0,5,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,86670.0,115255.0,158023.74
2040.0,5,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,86670.0,115255.0,158023.74
820.0,5,2,2013,food,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,86670.0,115255.0,158023.74
1725.0,5,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,86670.0,115255.0,158023.74
1125.0,5,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,86670.0,115255.0,158023.74
1680.0,6,2,2013,others,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-06,92960.0,115255.0,158023.74
965.0,6,2,2013,shopping,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-06,92960.0,115255.0,158023.74
1500.0,6,2,2013,bills,1.4,2013-02,debit,31,119535.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-06,92960.0,115255.0,158023.74
