Date,Transaction Category,Amount,Credit/Debit,Payment Method,Inflation Rate,Dependent Family Size,Age,Months with Higher Spending,Number of Expenses a Month,Most Frequent Expense Categories,Estimated Monthly Expenses,Day,Month,Year,Year-Month,Budget,Cumulative Monthly Spending,Last Month Budget,Average Monthly Budget
2013-01-05,food,1640.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,5,1,2013,2013-01,272610.0,42660.0,272610.0,205843.75
2013-01-05,food,1970.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,5,1,2013,2013-01,272610.0,42660.0,272610.0,205843.75
2013-01-05,food,1400.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,5,1,2013,2013-01,272610.0,42660.0,272610.0,205843.75
2013-01-05,transport,1320.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,5,1,2013,2013-01,272610.0,42660.0,272610.0,205843.75
2013-01-06,transport,1840.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,6,1,2013,2013-01,272610.0,49450.0,272610.0,205843.75
2013-01-06,food,1900.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,6,1,2013,2013-01,272610.0,49450.0,272610.0,205843.75
2013-01-06,transport,3050.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,6,1,2013,2013-01,272610.0,49450.0,272610.0,205843.75
2013-01-07,transport,2980.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,7,1,2013,2013-01,272610.0,58830.0,272610.0,205843.75
2013-01-07,entertainment,2660.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,7,1,2013,2013-01,272610.0,58830.0,272610.0,205843.75
2013-01-07,entertainment,3740.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,7,1,2013,2013-01,272610.0,58830.0,272610.0,205843.75
2013-01-08,entertainment,2730.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,8,1,2013,2013-01,272610.0,67580.0,272610.0,205843.75
2013-01-08,transport,2340.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,8,1,2013,2013-01,272610.0,67580.0,272610.0,205843.75
2013-01-08,others,3680.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,8,1,2013,2013-01,272610.0,67580.0,272610.0,205843.75
2013-01-09,others,2720.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,9,1,2013,2013-01,272610.0,76840.0,272610.0,205843.75
2013-01-09,food,2050.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,9,1,2013,2013-01,272610.0,76840.0,272610.0,205843.75
2013-01-09,shopping,2740.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,9,1,2013,2013-01,272610.0,76840.0,272610.0,205843.75
2013-01-09,food,1750.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,9,1,2013,2013-01,272610.0,76840.0,272610.0,205843.75
2013-01-10,bills,1770.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,10,1,2013,2013-01,272610.0,85830.0,272610.0,205843.75
2013-01-10,food,2160.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,10,1,2013,2013-01,272610.0,85830.0,272610.0,205843.75
2013-01-10,food,2560.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,10,1,2013,2013-01,272610.0,85830.0,272610.0,205843.75
2013-01-10,others,2500.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,10,1,2013,2013-01,272610.0,85830.0,272610.0,205843.75
2013-01-11,food,2890.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,11,1,2013,2013-01,272610.0,95150.0,272610.0,205843.75
2013-01-11,transport,2770.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,11,1,2013,2013-01,272610.0,95150.0,272610.0,205843.75
2013-01-11,bills,1960.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,11,1,2013,2013-01,272610.0,95150.0,272610.0,205843.75
2013-01-11,shopping,1700.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,11,1,2013,2013-01,272610.0,95150.0,272610.0,205843.75
2013-01-12,bills,2040.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,12,1,2013,2013-01,272610.0,104570.0,272610.0,205843.75
2013-01-12,entertainment,2690.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,12,1,2013,2013-01,272610.0,104570.0,272610.0,205843.75
2013-01-12,transport,1600.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,12,1,2013,2013-01,272610.0,104570.0,272610.0,205843.75
2013-01-12,food,3090.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,12,1,2013,2013-01,272610.0,104570.0,272610.0,205843.75
2013-01-13,transport,2850.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,13,1,2013,2013-01,272610.0,114380.0,272610.0,205843.75
2013-01-13,transport,2130.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,13,1,2013,2013-01,272610.0,114380.0,272610.0,205843.75
2013-01-13,food,2330.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,13,1,2013,2013-01,272610.0,114380.0,272610.0,205843.75
2013-01-13,shopping,2500.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,13,1,2013,2013-01,272610.0,114380.0,272610.0,205843.75
2013-01-14,food,1180.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,14,1,2013,2013-01,272610.0,122400.0,272610.0,205843.75
2013-01-14,transport,3020.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,14,1,2013,2013-01,272610.0,122400.0,272610.0,205843.75
2013-01-14,bills,2200.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,14,1,2013,2013-01,272610.0,122400.0,272610.0,205843.75
2013-01-14,bills,1620.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,14,1,2013,2013-01,272610.0,122400.0,272610.0,205843.75
2013-01-15,entertainment,4150.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,15,1,2013,2013-01,272610.0,132290.0,272610.0,205843.75
2013-01-15,transport,2830.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,15,1,2013,2013-01,272610.0,132290.0,272610.0,205843.75
2013-01-15,shopping,2910.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,15,1,2013,2013-01,272610.0,132290.0,272610.0,205843.75
2013-01-16,shopping,4070.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,16,1,2013,2013-01,272610.0,141840.0,272610.0,205843.75
2013-01-16,entertainment,3670.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,16,1,2013,2013-01,272610.0,141840.0,272610.0,205843.75
2013-01-16,food,1810.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,16,1,2013,2013-01,272610.0,141840.0,272610.0,205843.75
2013-01-17,transport,1620.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,17,1,2013,2013-01,272610.0,149920.0,272610.0,205843.75
2013-01-17,others,2670.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,17,1,2013,2013-01,272610.0,149920.0,272610.0,205843.75
2013-01-17,food,1040.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,17,1,2013,2013-01,272610.0,149920.0,272610.0,205843.75
2013-01-17,entertainment,1330.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,17,1,2013,2013-01,272610.0,149920.0,272610.0,205843.75
2013-01-17,transport,1420.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,17,1,2013,2013-01,272610.0,149920.0,272610.0,205843.75
2013-01-18,transport,2280.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,18,1,2013,2013-01,272610.0,159860.0,272610.0,205843.75
2013-01-18,transport,3600.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,18,1,2013,2013-01,272610.0,159860.0,272610.0,205843.75
2013-01-18,others,4060.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,18,1,2013,2013-01,272610.0,159860.0,272610.0,205843.75
2013-01-19,food,2210.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,19,1,2013,2013-01,272610.0,169240.0,272610.0,205843.75
2013-01-19,bills,3080.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,19,1,2013,2013-01,272610.0,169240.0,272610.0,205843.75
2013-01-19,entertainment,2250.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,19,1,2013,2013-01,272610.0,169240.0,272610.0,205843.75
2013-01-19,transport,1840.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,19,1,2013,2013-01,272610.0,169240.0,272610.0,205843.75
2013-01-20,entertainment,1170.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,20,1,2013,2013-01,272610.0,177200.0,272610.0,205843.75
2013-01-20,bills,1620.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,20,1,2013,2013-01,272610.0,177200.0,272610.0,205843.75
2013-01-20,food,1330.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,20,1,2013,2013-01,272610.0,177200.0,272610.0,205843.75
2013-01-20,bills,2500.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,20,1,2013,2013-01,272610.0,177200.0,272610.0,205843.75
2013-01-20,food,1340.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,20,1,2013,2013-01,272610.0,177200.0,272610.0,205843.75
2013-01-21,transport,1400.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,21,1,2013,2013-01,272610.0,185510.0,272610.0,205843.75
2013-01-21,transport,1440.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,21,1,2013,2013-01,272610.0,185510.0,272610.0,205843.75
2013-01-21,others,1810.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,21,1,2013,2013-01,272610.0,185510.0,272610.0,205843.75
2013-01-21,transport,1790.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,21,1,2013,2013-01,272610.0,185510.0,272610.0,205843.75
2013-01-21,food,1870.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,21,1,2013,2013-01,272610.0,185510.0,272610.0,205843.75
2013-01-22,others,1900.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,22,1,2013,2013-01,272610.0,195160.0,272610.0,205843.75
2013-01-22,bills,3130.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,22,1,2013,2013-01,272610.0,195160.0,272610.0,205843.75
2013-01-22,bills,2430.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,22,1,2013,2013-01,272610.0,195160.0,272610.0,205843.75
2013-01-22,transport,2190.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,22,1,2013,2013-01,272610.0,195160.0,272610.0,205843.75
2013-01-23,food,1610.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,23,1,2013,2013-01,272610.0,204510.0,272610.0,205843.75
2013-01-23,shopping,2540.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,23,1,2013,2013-01,272610.0,204510.0,272610.0,205843.75
2013-01-23,transport,2320.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,23,1,2013,2013-01,272610.0,204510.0,272610.0,205843.75
2013-01-23,bills,2880.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,23,1,2013,2013-01,272610.0,204510.0,272610.0,205843.75
2013-01-24,transport,1830.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,24,1,2013,2013-01,272610.0,212780.0,272610.0,205843.75
2013-01-24,transport,2570.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,24,1,2013,2013-01,272610.0,212780.0,272610.0,205843.75
2013-01-24,transport,2140.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,24,1,2013,2013-01,272610.0,212780.0,272610.0,205843.75
2013-01-24,bills,1730.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,24,1,2013,2013-01,272610.0,212780.0,272610.0,205843.75
2013-01-25,transport,1980.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,25,1,2013,2013-01,272610.0,221860.0,272610.0,205843.75
2013-01-25,shopping,2470.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,25,1,2013,2013-01,272610.0,221860.0,272610.0,205843.75
2013-01-25,food,1190.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,25,1,2013,2013-01,272610.0,221860.0,272610.0,205843.75
2013-01-25,bills,3440.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,25,1,2013,2013-01,272610.0,221860.0,272610.0,205843.75
2013-01-26,food,1530.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,26,1,2013,2013-01,272610.0,230250.0,272610.0,205843.75
2013-01-26,bills,2150.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,26,1,2013,2013-01,272610.0,230250.0,272610.0,205843.75
2013-01-26,shopping,1330.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,26,1,2013,2013-01,272610.0,230250.0,272610.0,205843.75
2013-01-26,entertainment,1770.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,26,1,2013,2013-01,272610.0,230250.0,272610.0,205843.75
2013-01-26,transport,1610.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,26,1,2013,2013-01,272610.0,230250.0,272610.0,205843.75
2013-01-27,transport,1250.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,27,1,2013,2013-01,272610.0,238260.0,272610.0,205843.75
2013-01-27,others,2030.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,27,1,2013,2013-01,272610.0,238260.0,272610.0,205843.75
2013-01-27,shopping,1260.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,27,1,2013,2013-01,272610.0,238260.0,272610.0,205843.75
2013-01-27,food,1950.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,27,1,2013,2013-01,272610.0,238260.0,272610.0,205843.75
2013-01-27,shopping,1520.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,27,1,2013,2013-01,272610.0,238260.0,272610.0,205843.75
2013-01-28,transport,2090.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,28,1,2013,2013-01,272610.0,246910.0,272610.0,205843.75
2013-01-28,food,2510.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,28,1,2013,2013-01,272610.0,246910.0,272610.0,205843.75
2013-01-28,transport,1440.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,28,1,2013,2013-01,272610.0,246910.0,272610.0,205843.75
2013-01-28,food,2610.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,28,1,2013,2013-01,272610.0,246910.0,272610.0,205843.75
2013-01-29,food,2420.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,29,1,2013,2013-01,272610.0,254670.0,272610.0,205843.75
2013-01-29,bills,2320.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,29,1,2013,2013-01,272610.0,254670.0,272610.0,205843.75
2013-01-29,transport,1440.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,29,1,2013,2013-01,272610.0,254670.0,272610.0,205843.75
2013-01-29,food,1580.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,29,1,2013,2013-01,272610.0,254670.0,272610.0,205843.75
2013-01-30,transport,2920.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,30,1,2013,2013-01,272610.0,264830.0,272610.0,205843.75
2013-01-30,transport,2420.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,30,1,2013,2013-01,272610.0,264830.0,272610.0,205843.75
2013-01-30,transport,1970.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,30,1,2013,2013-01,272610.0,264830.0,272610.0,205843.75
2013-01-30,food,2850.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,30,1,2013,2013-01,272610.0,264830.0,272610.0,205843.75
2013-01-31,food,2260.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,31,1,2013,2013-01,272610.0,272610.0,272610.0,205843.75
2013-01-31,food,2380.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,31,1,2013,2013-01,272610.0,272610.0,272610.0,205843.75
2013-01-31,transport,1340.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,31,1,2013,2013-01,272610.0,272610.0,272610.0,205843.75
2013-01-31,transport,1800.0,debit,cash,0.7,3,25,"[1, 3, 12]",119,"['transport', 'food']",200000,31,1,2013,2013-01,272610.0,272610.0,272610.0,205843.75
2013-02-01,others,2070.0,debit,cash,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,1,2,2013,2013-02,158390.0,5290.0,272610.0,205843.75
2013-02-01,shopping,1590.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,1,2,2013,2013-02,158390.0,5290.0,272610.0,205843.75
2013-02-01,food,1630.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,1,2,2013,2013-02,158390.0,5290.0,272610.0,205843.75
2013-02-02,others,3100.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,2,2,2013,2013-02,158390.0,10580.0,272610.0,205843.75
2013-02-02,food,2190.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,2,2,2013,2013-02,158390.0,10580.0,272610.0,205843.75
2013-02-03,others,3590.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,3,2,2013,2013-02,158390.0,17160.0,272610.0,205843.75
2013-02-03,food,2990.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,3,2,2013,2013-02,158390.0,17160.0,272610.0,205843.75
2013-02-04,others,2460.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,4,2,2013,2013-02,158390.0,21780.0,272610.0,205843.75
2013-02-04,entertainment,2160.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,4,2,2013,2013-02,158390.0,21780.0,272610.0,205843.75
2013-02-05,food,2450.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,5,2,2013,2013-02,158390.0,28310.0,272610.0,205843.75
2013-02-05,transport,2100.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,5,2,2013,2013-02,158390.0,28310.0,272610.0,205843.75
2013-02-05,transport,1980.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,5,2,2013,2013-02,158390.0,28310.0,272610.0,205843.75
2013-02-06,food,1470.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,6,2,2013,2013-02,158390.0,32740.0,272610.0,205843.75
2013-02-06,transport,1380.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,6,2,2013,2013-02,158390.0,32740.0,272610.0,205843.75
2013-02-06,food,1580.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,6,2,2013,2013-02,158390.0,32740.0,272610.0,205843.75
2013-02-07,transport,3120.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,7,2,2013,2013-02,158390.0,38140.0,272610.0,205843.75
2013-02-07,bills,2280.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,7,2,2013,2013-02,158390.0,38140.0,272610.0,205843.75
2013-02-08,bills,1970.0,debit,cash,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,8,2,2013,2013-02,158390.0,43620.0,272610.0,205843.75
2013-02-08,transport,1450.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,8,2,2013,2013-02,158390.0,43620.0,272610.0,205843.75
2013-02-08,food,2060.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,8,2,2013,2013-02,158390.0,43620.0,272610.0,205843.75
2013-02-09,food,1550.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,9,2,2013,2013-02,158390.0,49060.0,272610.0,205843.75
2013-02-09,bills,2030.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,9,2,2013,2013-02,158390.0,49060.0,272610.0,205843.75
2013-02-09,food,1860.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,9,2,2013,2013-02,158390.0,49060.0,272610.0,205843.75
2013-02-10,bills,1870.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,10,2,2013,2013-02,158390.0,54700.0,272610.0,205843.75
2013-02-10,food,1770.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,10,2,2013,2013-02,158390.0,54700.0,272610.0,205843.75
2013-02-10,others,2000.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,10,2,2013,2013-02,158390.0,54700.0,272610.0,205843.75
2013-02-11,food,1350.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,11,2,2013,2013-02,158390.0,61040.0,272610.0,205843.75
2013-02-11,shopping,1670.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,11,2,2013,2013-02,158390.0,61040.0,272610.0,205843.75
2013-02-11,transport,1340.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,11,2,2013,2013-02,158390.0,61040.0,272610.0,205843.75
2013-02-11,bills,1980.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,11,2,2013,2013-02,158390.0,61040.0,272610.0,205843.75
2013-02-12,transport,1670.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,12,2,2013,2013-02,158390.0,67860.0,272610.0,205843.75
2013-02-12,shopping,1830.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,12,2,2013,2013-02,158390.0,67860.0,272610.0,205843.75
2013-02-12,transport,1660.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,12,2,2013,2013-02,158390.0,67860.0,272610.0,205843.75
2013-02-12,transport,1660.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,12,2,2013,2013-02,158390.0,67860.0,272610.0,205843.75
2013-02-13,transport,1970.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",91,"['transport', 'food']",200000,13,2,2013,2013-02,158390.0,73620.0,272610.0,205843.75
