Amount,Day,Month,Year,Transaction Category,Inflation Rate,Year-Month,Credit/Debit,Age,Budget,Dependent Family Size,Most Frequent Expense Categories,Months with Higher Spending,Number of Expenses a Month,Payment Method,Estimated Monthly Expenses,Date,Cumulative Monthly Spending,Last Month Budget,Average Monthly Budget
560.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
685.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
630.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1895.0,4,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1700.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1650.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1390.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
895.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1925.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
885.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1560.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1155.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1150.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1020.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1555.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
2665.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
465.0,4,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
990.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
790.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1065.0,4,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-04,65535.0,108040.0,158562.73
1440.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
485.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
2505.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
1145.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
915.0,5,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
560.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
405.0,5,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
1605.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
615.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
440.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
775.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
1095.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
2270.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
660.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
1510.0,5,1,2013,bills,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
1450.0,5,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-05,83410.0,108040.0,158562.73
1020.0,6,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-06,90500.0,108040.0,158562.73
1245.0,6,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-06,90500.0,108040.0,158562.73
1940.0,6,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-06,90500.0,108040.0,158562.73
700.0,6,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-06,90500.0,108040.0,158562.73
500.0,6,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-06,90500.0,108040.0,158562.73
1685.0,6,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-06,90500.0,108040.0,158562.73
450.0,7,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-07,96900.0,108040.0,158562.73
1135.0,7,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-07,96900.0,108040.0,158562.73
1725.0,7,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-07,96900.0,108040.0,158562.73
520.0,7,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-07,96900.0,108040.0,158562.73
605.0,7,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-07,96900.0,108040.0,158562.73
1965.0,7,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-07,96900.0,108040.0,158562.73
520.0,8,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-08,98055.0,108040.0,158562.73
635.0,8,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-08,98055.0,108040.0,158562.73
495.0,9,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-09,100500.0,108040.0,158562.73
1325.0,9,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-09,100500.0,108040.0,158562.73
625.0,9,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-09,100500.0,108040.0,158562.73
1340.0,10,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-10,105485.0,108040.0,158562.73
875.0,10,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-10,105485.0,108040.0,158562.73
2770.0,10,1,2013,others,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-10,105485.0,108040.0,158562.73
1170.0,11,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-11,106655.0,108040.0,158562.73
1385.0,13,1,2013,shopping,1.4,2013-01,debit,31,108040.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-01-13,108040.0,108040.0,158562.73
770.0,1,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-01,3220.0,108040.0,158562.73
2450.0,1,2,2013,entertainment,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-01,3220.0,108040.0,158562.73
1305.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
2375.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
925.0,2,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
1390.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
855.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
855.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
2545.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
1565.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
1845.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
615.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
3505.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
795.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
895.0,2,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-02,22690.0,108040.0,158562.73
1510.0,3,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
1170.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
1030.0,3,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
2165.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
3040.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
835.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
2835.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
2005.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
430.0,3,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
880.0,3,2,2013,shopping,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
970.0,3,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
1465.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
2805.0,3,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
1090.0,3,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-03,44920.0,108040.0,158562.73
745.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1515.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1465.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1035.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
610.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1150.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
615.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1025.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1305.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
725.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1630.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
2225.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
2130.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
780.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1175.0,4,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
1205.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
380.0,4,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-04,64635.0,108040.0,158562.73
960.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
455.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
2025.0,5,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
3300.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
3370.0,5,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
1470.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
925.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
375.0,5,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
400.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
1020.0,5,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
1230.0,5,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
1355.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
2270.0,5,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
1720.0,5,2,2013,bills,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-05,85510.0,108040.0,158562.73
740.0,6,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-06,101770.0,108040.0,158562.73
600.0,6,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-06,101770.0,108040.0,158562.73
885.0,6,2,2013,others,1.4,2013-02,debit,31,131415.0,0,"['transport', 'food']","[1, 3, 12]",90,debit_card,100000.0,2013-02-06,101770.0,108040.0,158562.73
