Date,Transaction Category,Amount,Credit/Debit,Payment Method,Inflation Rate,Dependent Family Size,Age,Months with Higher Spending,Number of Expenses a Month,Most Frequent Expense Categories,Estimated Monthly Expenses,Day,Month,Year,Year-Month,Budget,Cumulative Monthly Spending,Last Month Budget,Average Monthly Budget
2013-01-07,shopping,2330.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,7,1,2013,2013-01,280500.0,57760.0,280500.0,202725.33
2013-01-08,entertainment,5310.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,8,1,2013,2013-01,280500.0,67620.0,280500.0,202725.33
2013-01-08,food,4550.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,8,1,2013,2013-01,280500.0,67620.0,280500.0,202725.33
2013-01-09,transport,1910.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,9,1,2013,2013-01,280500.0,74750.0,280500.0,202725.33
2013-01-09,bills,2540.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,9,1,2013,2013-01,280500.0,74750.0,280500.0,202725.33
2013-01-09,food,2680.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,9,1,2013,2013-01,280500.0,74750.0,280500.0,202725.33
2013-01-10,transport,4800.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,10,1,2013,2013-01,280500.0,85860.0,280500.0,202725.33
2013-01-10,transport,6310.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,10,1,2013,2013-01,280500.0,85860.0,280500.0,202725.33
2013-01-11,transport,1930.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,11,1,2013,2013-01,280500.0,94820.0,280500.0,202725.33
2013-01-11,others,4490.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,11,1,2013,2013-01,280500.0,94820.0,280500.0,202725.33
2013-01-11,food,2540.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,11,1,2013,2013-01,280500.0,94820.0,280500.0,202725.33
2013-01-12,others,2290.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,12,1,2013,2013-01,280500.0,103310.0,280500.0,202725.33
2013-01-12,entertainment,3560.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,12,1,2013,2013-01,280500.0,103310.0,280500.0,202725.33
2013-01-12,food,2640.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,12,1,2013,2013-01,280500.0,103310.0,280500.0,202725.33
2013-01-13,shopping,2980.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,13,1,2013,2013-01,280500.0,112380.0,280500.0,202725.33
2013-01-13,entertainment,3040.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,13,1,2013,2013-01,280500.0,112380.0,280500.0,202725.33
2013-01-13,transport,3050.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,13,1,2013,2013-01,280500.0,112380.0,280500.0,202725.33
2013-01-14,transport,3470.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,14,1,2013,2013-01,280500.0,121980.0,280500.0,202725.33
2013-01-14,food,3780.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,14,1,2013,2013-01,280500.0,121980.0,280500.0,202725.33
2013-01-14,others,2350.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,14,1,2013,2013-01,280500.0,121980.0,280500.0,202725.33
2013-01-15,food,2670.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,15,1,2013,2013-01,280500.0,130130.0,280500.0,202725.33
2013-01-15,entertainment,3390.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,15,1,2013,2013-01,280500.0,130130.0,280500.0,202725.33
2013-01-15,food,2090.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,15,1,2013,2013-01,280500.0,130130.0,280500.0,202725.33
2013-01-16,transport,1560.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,16,1,2013,2013-01,280500.0,138130.0,280500.0,202725.33
2013-01-16,food,2730.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,16,1,2013,2013-01,280500.0,138130.0,280500.0,202725.33
2013-01-16,food,3710.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,16,1,2013,2013-01,280500.0,138130.0,280500.0,202725.33
2013-01-17,entertainment,1730.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,17,1,2013,2013-01,280500.0,147550.0,280500.0,202725.33
2013-01-17,food,2220.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,17,1,2013,2013-01,280500.0,147550.0,280500.0,202725.33
2013-01-17,others,2500.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,17,1,2013,2013-01,280500.0,147550.0,280500.0,202725.33
2013-01-17,entertainment,2970.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,17,1,2013,2013-01,280500.0,147550.0,280500.0,202725.33
2013-01-18,food,2380.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,18,1,2013,2013-01,280500.0,157040.0,280500.0,202725.33
2013-01-18,shopping,2050.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,18,1,2013,2013-01,280500.0,157040.0,280500.0,202725.33
2013-01-18,food,2040.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,18,1,2013,2013-01,280500.0,157040.0,280500.0,202725.33
2013-01-18,entertainment,3020.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,18,1,2013,2013-01,280500.0,157040.0,280500.0,202725.33
2013-01-19,shopping,3130.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,19,1,2013,2013-01,280500.0,165850.0,280500.0,202725.33
2013-01-19,others,2370.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,19,1,2013,2013-01,280500.0,165850.0,280500.0,202725.33
2013-01-19,others,3310.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,19,1,2013,2013-01,280500.0,165850.0,280500.0,202725.33
2013-01-20,transport,3360.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,20,1,2013,2013-01,280500.0,176520.0,280500.0,202725.33
2013-01-20,bills,3190.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,20,1,2013,2013-01,280500.0,176520.0,280500.0,202725.33
2013-01-20,others,4120.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,20,1,2013,2013-01,280500.0,176520.0,280500.0,202725.33
2013-01-21,food,1710.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,21,1,2013,2013-01,280500.0,183950.0,280500.0,202725.33
2013-01-21,transport,2240.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,21,1,2013,2013-01,280500.0,183950.0,280500.0,202725.33
2013-01-21,food,1630.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,21,1,2013,2013-01,280500.0,183950.0,280500.0,202725.33
2013-01-21,transport,1850.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,21,1,2013,2013-01,280500.0,183950.0,280500.0,202725.33
2013-01-22,transport,2070.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,22,1,2013,2013-01,280500.0,193200.0,280500.0,202725.33
2013-01-22,others,1440.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,22,1,2013,2013-01,280500.0,193200.0,280500.0,202725.33
2013-01-22,food,1810.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,22,1,2013,2013-01,280500.0,193200.0,280500.0,202725.33
2013-01-22,shopping,2310.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,22,1,2013,2013-01,280500.0,193200.0,280500.0,202725.33
2013-01-22,food,1620.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,22,1,2013,2013-01,280500.0,193200.0,280500.0,202725.33
2013-01-23,transport,3090.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,23,1,2013,2013-01,280500.0,203680.0,280500.0,202725.33
2013-01-23,transport,3440.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,23,1,2013,2013-01,280500.0,203680.0,280500.0,202725.33
2013-01-23,entertainment,3950.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,23,1,2013,2013-01,280500.0,203680.0,280500.0,202725.33
2013-01-24,bills,3070.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,24,1,2013,2013-01,280500.0,214330.0,280500.0,202725.33
2013-01-24,transport,1240.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,24,1,2013,2013-01,280500.0,214330.0,280500.0,202725.33
2013-01-24,food,3090.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,24,1,2013,2013-01,280500.0,214330.0,280500.0,202725.33
2013-01-24,entertainment,3250.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,24,1,2013,2013-01,280500.0,214330.0,280500.0,202725.33
2013-01-25,transport,1890.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,25,1,2013,2013-01,280500.0,223400.0,280500.0,202725.33
2013-01-25,entertainment,1880.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,25,1,2013,2013-01,280500.0,223400.0,280500.0,202725.33
2013-01-25,transport,3050.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,25,1,2013,2013-01,280500.0,223400.0,280500.0,202725.33
2013-01-25,entertainment,2250.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,25,1,2013,2013-01,280500.0,223400.0,280500.0,202725.33
2013-01-26,food,3160.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,26,1,2013,2013-01,280500.0,232390.0,280500.0,202725.33
2013-01-26,transport,3130.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,26,1,2013,2013-01,280500.0,232390.0,280500.0,202725.33
2013-01-26,transport,2700.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,26,1,2013,2013-01,280500.0,232390.0,280500.0,202725.33
2013-01-27,food,1530.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,27,1,2013,2013-01,280500.0,241760.0,280500.0,202725.33
2013-01-27,entertainment,2430.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,27,1,2013,2013-01,280500.0,241760.0,280500.0,202725.33
2013-01-27,shopping,1540.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,27,1,2013,2013-01,280500.0,241760.0,280500.0,202725.33
2013-01-27,shopping,2000.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,27,1,2013,2013-01,280500.0,241760.0,280500.0,202725.33
2013-01-27,food,1870.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,27,1,2013,2013-01,280500.0,241760.0,280500.0,202725.33
2013-01-28,transport,2330.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,28,1,2013,2013-01,280500.0,252050.0,280500.0,202725.33
2013-01-28,others,3280.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,28,1,2013,2013-01,280500.0,252050.0,280500.0,202725.33
2013-01-28,food,2530.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,28,1,2013,2013-01,280500.0,252050.0,280500.0,202725.33
2013-01-28,transport,2150.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,28,1,2013,2013-01,280500.0,252050.0,280500.0,202725.33
2013-01-29,transport,1710.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,29,1,2013,2013-01,280500.0,262530.0,280500.0,202725.33
2013-01-29,entertainment,3180.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,29,1,2013,2013-01,280500.0,262530.0,280500.0,202725.33
2013-01-29,food,3010.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,29,1,2013,2013-01,280500.0,262530.0,280500.0,202725.33
2013-01-29,transport,2580.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,29,1,2013,2013-01,280500.0,262530.0,280500.0,202725.33
2013-01-30,food,1710.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,30,1,2013,2013-01,280500.0,271950.0,280500.0,202725.33
2013-01-30,bills,3000.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,30,1,2013,2013-01,280500.0,271950.0,280500.0,202725.33
2013-01-30,transport,1760.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,30,1,2013,2013-01,280500.0,271950.0,280500.0,202725.33
2013-01-30,food,2950.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,30,1,2013,2013-01,280500.0,271950.0,280500.0,202725.33
2013-01-31,transport,2580.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,31,1,2013,2013-01,280500.0,280500.0,280500.0,202725.33
2013-01-31,entertainment,2370.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,31,1,2013,2013-01,280500.0,280500.0,280500.0,202725.33
2013-01-31,entertainment,1970.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,31,1,2013,2013-01,280500.0,280500.0,280500.0,202725.33
2013-01-31,food,1630.0,debit,cash,0.7,3,25,"[1, 3, 12]",101,"['transport', 'food']",200000,31,1,2013,2013-01,280500.0,280500.0,280500.0,202725.33
2013-02-01,food,3010.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,1,2,2013,2013-02,201840.0,6170.0,280500.0,202725.33
2013-02-01,shopping,3160.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,1,2,2013,2013-02,201840.0,6170.0,280500.0,202725.33
2013-02-02,food,2250.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,2,2,2013,2013-02,201840.0,14130.0,280500.0,202725.33
2013-02-02,bills,2600.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,2,2,2013,2013-02,201840.0,14130.0,280500.0,202725.33
2013-02-02,transport,3110.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,2,2,2013,2013-02,201840.0,14130.0,280500.0,202725.33
2013-02-03,food,3580.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,3,2,2013,2013-02,201840.0,21760.0,280500.0,202725.33
2013-02-03,transport,4050.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,3,2,2013,2013-02,201840.0,21760.0,280500.0,202725.33
2013-02-04,transport,3290.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,4,2,2013,2013-02,201840.0,28070.0,280500.0,202725.33
2013-02-04,others,3020.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,4,2,2013,2013-02,201840.0,28070.0,280500.0,202725.33
2013-02-05,others,4140.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,5,2,2013,2013-02,201840.0,34930.0,280500.0,202725.33
2013-02-05,transport,2720.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,5,2,2013,2013-02,201840.0,34930.0,280500.0,202725.33
2013-02-06,food,1710.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,6,2,2013,2013-02,201840.0,42350.0,280500.0,202725.33
2013-02-06,food,2360.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,6,2,2013,2013-02,201840.0,42350.0,280500.0,202725.33
2013-02-06,others,3350.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,6,2,2013,2013-02,201840.0,42350.0,280500.0,202725.33
2013-02-07,food,1590.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,7,2,2013,2013-02,201840.0,49470.0,280500.0,202725.33
2013-02-07,bills,3190.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,7,2,2013,2013-02,201840.0,49470.0,280500.0,202725.33
2013-02-07,transport,2340.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,7,2,2013,2013-02,201840.0,49470.0,280500.0,202725.33
2013-02-08,others,3540.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,8,2,2013,2013-02,201840.0,56640.0,280500.0,202725.33
2013-02-08,food,3630.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,8,2,2013,2013-02,201840.0,56640.0,280500.0,202725.33
2013-02-09,transport,3220.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,9,2,2013,2013-02,201840.0,65090.0,280500.0,202725.33
2013-02-09,transport,2210.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,9,2,2013,2013-02,201840.0,65090.0,280500.0,202725.33
2013-02-09,shopping,3020.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,9,2,2013,2013-02,201840.0,65090.0,280500.0,202725.33
2013-02-10,food,4200.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,10,2,2013,2013-02,201840.0,72200.0,280500.0,202725.33
2013-02-10,shopping,2910.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,10,2,2013,2013-02,201840.0,72200.0,280500.0,202725.33
2013-02-11,entertainment,2480.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,11,2,2013,2013-02,201840.0,79270.0,280500.0,202725.33
2013-02-11,entertainment,4590.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,11,2,2013,2013-02,201840.0,79270.0,280500.0,202725.33
2013-02-12,transport,3750.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,12,2,2013,2013-02,201840.0,86870.0,280500.0,202725.33
2013-02-12,bills,3850.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,12,2,2013,2013-02,201840.0,86870.0,280500.0,202725.33
2013-02-13,food,4560.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,13,2,2013,2013-02,201840.0,95120.0,280500.0,202725.33
2013-02-13,food,3690.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,13,2,2013,2013-02,201840.0,95120.0,280500.0,202725.33
2013-02-14,food,2560.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,14,2,2013,2013-02,201840.0,102510.0,280500.0,202725.33
2013-02-14,transport,1700.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,14,2,2013,2013-02,201840.0,102510.0,280500.0,202725.33
2013-02-14,shopping,3130.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,14,2,2013,2013-02,201840.0,102510.0,280500.0,202725.33
2013-02-15,transport,1800.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,15,2,2013,2013-02,201840.0,110330.0,280500.0,202725.33
2013-02-15,shopping,2730.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,15,2,2013,2013-02,201840.0,110330.0,280500.0,202725.33
2013-02-15,bills,3290.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,15,2,2013,2013-02,201840.0,110330.0,280500.0,202725.33
2013-02-16,bills,2190.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,16,2,2013,2013-02,201840.0,117200.0,280500.0,202725.33
2013-02-16,transport,2540.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,16,2,2013,2013-02,201840.0,117200.0,280500.0,202725.33
2013-02-16,food,2140.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,16,2,2013,2013-02,201840.0,117200.0,280500.0,202725.33
2013-02-17,others,2780.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,17,2,2013,2013-02,201840.0,123970.0,280500.0,202725.33
2013-02-17,food,2340.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,17,2,2013,2013-02,201840.0,123970.0,280500.0,202725.33
2013-02-17,food,1650.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,17,2,2013,2013-02,201840.0,123970.0,280500.0,202725.33
2013-02-18,others,3070.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,18,2,2013,2013-02,201840.0,132770.0,280500.0,202725.33
2013-02-18,others,3330.0,debit,e-wallet,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,18,2,2013,2013-02,201840.0,132770.0,280500.0,202725.33
2013-02-18,food,2400.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,18,2,2013,2013-02,201840.0,132770.0,280500.0,202725.33
2013-02-19,others,3140.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,19,2,2013,2013-02,201840.0,139940.0,280500.0,202725.33
2013-02-19,food,1620.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,19,2,2013,2013-02,201840.0,139940.0,280500.0,202725.33
2013-02-19,food,2410.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,19,2,2013,2013-02,201840.0,139940.0,280500.0,202725.33
2013-02-20,others,3280.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,20,2,2013,2013-02,201840.0,146370.0,280500.0,202725.33
2013-02-20,transport,1370.0,debit,cash,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,20,2,2013,2013-02,201840.0,146370.0,280500.0,202725.33
2013-02-20,transport,1780.0,debit,online_banking,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,20,2,2013,2013-02,201840.0,146370.0,280500.0,202725.33
2013-02-21,shopping,2290.0,debit,credit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,21,2,2013,2013-02,201840.0,153810.0,280500.0,202725.33
2013-02-21,transport,1830.0,debit,debit_card,0.7,3,25,"[1, 3, 12]",78,"['transport', 'food']",200000,21,2,2013,2013-02,201840.0,153810.0,280500.0,202725.33
