Amount,Day,Month,Year,Transaction Category,Inflation Rate,Year-Month,Credit/Debit,Age,Budget,Dependent Family Size,Most Frequent Expense Categories,Months with Higher Spending,Number of Expenses a Month,Payment Method,Estimated Monthly Expenses,Date,Cumulative Monthly Spending,Last Month Budget,Average Monthly Budget
2000.0,5,1,2013,bills,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,84030.0,122575.0,156476.57
485.0,5,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,84030.0,122575.0,156476.57
1220.0,5,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,84030.0,122575.0,156476.57
1410.0,5,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-05,84030.0,122575.0,156476.57
885.0,6,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
490.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
395.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
2250.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
1875.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
440.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
1020.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
3015.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
670.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
1015.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
965.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
1410.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
835.0,6,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-06,99295.0,122575.0,156476.57
1660.0,7,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
510.0,7,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
890.0,7,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
475.0,7,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
705.0,7,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
740.0,7,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
685.0,7,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
2025.0,7,1,2013,bills,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
2445.0,7,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-07,109430.0,122575.0,156476.57
2170.0,8,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-08,113010.0,122575.0,156476.57
1410.0,8,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-08,113010.0,122575.0,156476.57
840.0,9,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-09,117965.0,122575.0,156476.57
1525.0,9,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-09,117965.0,122575.0,156476.57
2590.0,9,1,2013,shopping,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-09,117965.0,122575.0,156476.57
3180.0,10,1,2013,bills,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-10,122575.0,122575.0,156476.57
865.0,10,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-10,122575.0,122575.0,156476.57
565.0,10,1,2013,others,1.4,2013-01,debit,31,122575.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-01-10,122575.0,122575.0,156476.57
2460.0,1,2,2013,entertainment,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-01,6700.0,122575.0,156476.57
3485.0,1,2,2013,entertainment,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-01,6700.0,122575.0,156476.57
755.0,1,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-01,6700.0,122575.0,156476.57
1330.0,2,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
485.0,2,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
775.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
1055.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
3485.0,2,2,2013,entertainment,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
1845.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
1305.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
3095.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
540.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
2210.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
685.0,2,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
1845.0,2,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-02,25355.0,122575.0,156476.57
2325.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1650.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
470.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1265.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
2135.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
2515.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
2310.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
2490.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1645.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
500.0,3,2,2013,shopping,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
665.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1195.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1975.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
495.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
585.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
2775.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
2505.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1645.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
675.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
930.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1450.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
855.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
480.0,3,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
3855.0,3,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
1875.0,3,2,2013,entertainment,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
3175.0,3,2,2013,entertainment,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-03,67795.0,122575.0,156476.57
595.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
1270.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
420.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
570.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
1100.0,4,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
680.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
2520.0,4,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
2380.0,4,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
1705.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
740.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
685.0,4,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
775.0,4,2,2013,shopping,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
915.0,4,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
1370.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
750.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
1110.0,4,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-04,85380.0,122575.0,156476.57
670.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
865.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
1750.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
1590.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
1635.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
390.0,5,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
2585.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
455.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
375.0,5,2,2013,others,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
3020.0,5,2,2013,bills,1.4,2013-02,debit,31,125495.0,0,"['transport', 'food']","[1, 3, 12]",90,cash,100000.0,2013-02-05,106395.0,122575.0,156476.57
